龙皇武神,步征,都市,异术超能,都市修仙至尊爽文！渡劫期大修士凌云魂穿都市，仙武同修，丹药、炼器，画符，布阵无所不能，以无敌之姿逆天崛起，脚踩八方！,537.63万字
重生之都市修仙,十里剑神,都市,异术超能,正式版：渡劫期大修士陈凡陨落在天劫中，却一梦五百年重回地球的年少时代。上一世我登临宇宙之巅，俯瞰万界，却无人相伴。这一世只愿不负前尘不负卿。通俗版：修行五百年的渡劫期修仙者重生回都市，弥补遗憾，扮猪吃,349.76万字
斗战狂潮,骷髅精灵,仙侠,修真文明,双月当空，无限可能的英魂世界孤寂黑暗，神秘古怪的嬉命小丑百城联邦，三大帝国，异族横行，魂兽霸幽这是一个英雄辈出的年代，人类卧薪尝胆重掌地球主权，孕育着进军高纬度的野望！重点是……二年级的废柴学长王同学,259.71万字
凡人修仙之仙界篇,忘语,仙侠,神话修真,凡人修仙，风云再起时空穿梭，轮回逆转金仙太乙，大罗道祖三千大道，法则至尊《凡人修仙传》仙界篇，一个韩立叱咤仙界的故事，一个凡人小子修仙的不灭传说。特说明下，没有看过前传的书友，并不影响本书的阅读体验，,52.89万字
道君,跃千愁,仙侠,幻想修仙,一个地球神级盗墓宗师，闯入修真界的故事……桃花源里，有歌声。山外青山，白骨山。五花马，千金裘，倚天剑。应我多情，啾啾鬼鸣，美人薄嗔。天地无垠，谁家旗鼓，碧落黄泉，万古高楼。为义气争雄！为乱世争霸！你好,223.78万字
放开那个女巫,二目,奇幻,史诗奇幻,程岩原以为穿越到了欧洲中世纪，成为了一位光荣的王子。但这世界似乎跟自己想的不太一样？女巫真实存在，而且还真具有魔力？女巫种田文，将种田进行到底。,234.93万字
民国之文豪崛起,王梓钧,历史,清史民国,周赫煊回到民国时代，不会带兵打仗，不懂科学技术，不喜从政从商，那他还能干什么？唉，抄书抄诗混日子吧。谁知抄着抄着就成大文豪了，动荡的时局推着周赫煊不断向前。有人崇拜他，有人仇视他，还有人想杀他，欲除之,193.94万字
超神机械师,齐佩甲,游戏,游戏异界,韩萧，《星海》骨灰级代练，被来自东（zuo）方(zhe)的神秘力量扔进穿越大军，携带玩家面板变成NPC，回到《星海》公测之前，毅然选择难度最高的机械系。战舰列队纵横星海，星辰机甲夭矫如龙，幽能炮毁天灭,122.93万字
全职法师,乱,玄幻,异世大陆,一觉醒来，世界大变。熟悉的高中传授的是魔法，告诉大家要成为一名出色的魔法师。居住的都市之外游荡着袭击人类的魔物妖兽，虎视眈眈。崇尚科学的世界变成了崇尚魔法，偏偏有着一样以学渣看待自己的老师，一样目光异,508.59万字
系统的黑科技网吧,逆水之叶,科幻,时空穿梭,开在异界的网吧，上网看剧玩游戏某武帝内流满面地在网吧门前大喊：“得入暴雪门，无悔游戏生啊！”某仙子玩完《仙剑奇侠传》在网吧门前哭得稀里哗啦！什么你跟我说异界人没有情怀？方老板默默地掏出了他从《诛仙》中,119.03万字
全能游戏设计师,青衫取醉,游戏,游戏系统,游戏设计师陈陌穿越到点歪了科技树的平行世界，用一款又一款神级游戏颠覆游戏圈的故事。“就以这个时代的游戏设计理念而言，不把整个游戏行业吊起来打那我真是枉受国产免费游戏洗礼了。”——陈陌。书友群：5580,147.31万字
美食供应商,会做菜的猫,都市,都市生活,“在遥远的东方，存在着一个数次拒绝了米其林三星评价的奇怪小店。那里价格昂贵，一碗配汤蛋炒饭288RMB，哦忘了还有一碟泡菜，但就算是这样也有很多人排队等候。那里不接受预定，只接受本人现场排队，无数人开,217.49万字
大魏宫廷,贱宗首席弟子,历史,架空历史,生作大魏皇子，愿当盛世闲王。志在偎红倚翠犬马声色，胸怀家国百姓社稷安危。若兄贤，若弟明，尔为人王吾偷闲。若尔不能使国强，吾来登基做帝王！————弘润《你不行我上》,577.17万字
我是至尊,风凌天下,玄幻,东方玄幻,药不成丹只是毒，人不成神终成灰。…………天道有缺，人间不平，红尘世外，魍魉横行；哀尔良善，怒尔不争；规则之外，吾来执行。布武天下，屠尽不平；手中有刀，心中有情；怀中美人，刀下奸雄；冷眼红尘，无憾今生。,174.57万字
重生完美时代,公子不歌,都市,都市生活,老牌程序员出身的李牧，被命运一脚踹回了2001年高考的当口，他欣喜的拍拍屁股，起身便踏上了一条注定牛X的道路。重活一回，李牧有他自己的追求，赚钱只是牛X的初级阶段，至于登上时代周刊、制霸IT产业、问鼎,449.36万字
顾道长生,睡觉会变白,都市,异术超能,本以为是写实的都市生活，结果一言不合就改设定！灵气复苏，道法重现，这大概是一个现代文明转变成修真文明的故事。…………本书仍然很墨迹书友群：666-464-52。V群：465-455-757,135.91万字
帝霸,厌笔萧生,玄幻,东方玄幻,千万年前，李七夜栽下一株翠竹。八百万年前，李七夜养了一条鲤鱼。五百万年前，李七夜收养一个小女孩。今天，李七夜一觉醒来，翠竹修练成神灵，鲤鱼化作金龙，小女孩成为九界女帝。这是一个养成的故事，一个不死的人,930.42万字
神话版三国,坟土荒草,历史,秦汉三国,陈曦看着将一块数百斤巨石撇出去的士卒，无语望苍天，这真的是东汉末年？吕布单枪匹马凿穿万人部队，这怎么看都不科学。赵子龙真心龙魂附体了，一剑断山，这真的是人？典韦单人护着曹操杀出敌营，顺手宰了对面数千步,676.18万字
逆流纯真年代,人间武库,都市,都市生活,"时光是一艘航船，有人喜欢把90年代初的那几年，视为曾经那个纯真年代的最后一程。岁月更迭中早已不再单纯的江澈，逆流归来，重启1992,书写一场终于可以被妥善安放的璀璨青春。【欢迎加入逆流纯真年代VIP二",139.12万字
我的姐姐是大明星,卖报小郎君,都市,都市生活,某年某月某天，姐姐忽然说：“我要做明星。”秦泽淡定道：“老姐，你想被老爹活活打死，我不反对。”姐姐义正言辞：“秦泽，姐姐照顾你这么多年，这个锅，你必须背。”这是一个姐姐不断坑弟弟的故事。秦泽：“妈蛋，,167.31万字
俗人回档,庚不让,都市,都市生活,33岁的报社审读编辑边学道一梦回到高考前48天的高中课堂里，本来想囤房子一心当寓公的中年大叔依靠长年读报纸的信息积累，先后踏足IT、娱乐传媒、大数据、无人机、太空探索、新能源等领域，取得耀眼的成就。事,407.38万字
逍遥小书生,荣小荣,历史,架空历史,21世纪工科男，穿越古代成为一名穷书生。大脑里面居然装着一个图书馆，各种知识应有尽有！这辈子不说封侯拜相，怎么也得当个大官玩玩吧？迎着初升的朝阳，李易发下宏愿，勇敢的迈出了在这个世界的第一步。“站住！,246.92万字
真武世界,蚕茧里的牛,玄幻,东方玄幻,卷入了三十三天所有巅峰强者的一场浩劫，人皇与他的对手最终一战，打碎了深渊世界，曾经封镇深渊魔王的神器，一张神秘的紫色卡片，却消失在时空漩涡中，横穿无尽的时空。辽阔的蛮荒，武道文明还处于初始阶段，正在缓,345.06万字
神藏,打眼,都市,都市生活,一念之间，沧海桑田打眼带你进入古玩的世界！！！,340.44万字
超级神基因,十二翼黑暗炽天使,玄幻,高武世界,未来波澜壮阔的星际时代，人类终于攻克了空间传送技术，可是当人类传送到另一端的时候，却发现那里并不是过去未来，也不是星空下的任何一片土地……神秘的庇护所世界，无数强横的异生物，人类迎来了令人热血沸腾的飞,479.39万字
武炼巅峰,莫默,玄幻,东方玄幻,武之巅峰，是孤独，是寂寞，是漫漫求索，是高处不胜寒逆境中成长，绝地里求生，不屈不饶，才能堪破武之极道。凌霄阁试炼弟子兼扫地小厮杨开偶获一本无字黑书，从此踏上漫漫武道。请关注我的公众号“莫默”。,1228.84万字
重生之神级学霸,志鸟村,都市,都市生活,生物系研究僧出身的猥琐胖子杨锐，毕业后失业，阴差阳错熬成了补习学校的全能金牌讲师，一个跟头栽到了1982年，成了一名高大英俊的高考复读生，顺带装了满脑子书籍资料80年代的高考录取率很低？同学们，跟我学,450.74万字
文化入侵异世界,姐姐的新娘,科幻,时空穿梭,一群巨龙搬着小板凳日夜追看《权力游戏》。精灵大德鲁伊们因为《忠犬八公的故事》而潸然泪下。人类与矮人在《炉石传说》酒馆中为一张传说卡牌而大大出手。甚至就连神明也亲自来到凡间催更小说《福尔摩斯探案集》的连,134.06万字
重燃,奥尔良烤鲟鱼堡,都市,都市生活,程燃重生在这个熟悉又陌生的世界……程程皆燃。官方qq群：263685930,66.62万字
超级怪兽工厂,匣中藏剑,都市,异术超能,我叫叶青，幸运获得了一款叫【怪兽工厂】的应用。这帮力大无穷的怪兽，干起活来一个能顶一百个，还带各种技能。效率？加工速度+300%技能一开，你跟我比效率？精度？咳咳～把我那把传奇品质的游标卡尺拿来，让他,236.6万字
修真四万年,卧牛真人,科幻,未来世界,“倘若这宇宙，真是一片残酷血腥的黑暗森林，我们修真者，也会燃烧自己的生命，绽放出微弱的火花！”“哪怕这火花再微弱，再短暂，再渺小，可是只要我们源源不断，前赴后继，终有一日，火花会点燃杂草，杂草会燎到灌,938.58万字
天唐锦绣,公子許,历史,两晋隋唐,穿越是一件很有意思的事儿，但是当房俊穿越到那位浑身冒着绿油油光芒的唐朝同名前辈身上，就感觉生活全都不好了……,340.13万字
校花的贴身高手,鱼人二代,都市,异术超能,传奇杀手回归都市，奉旨保护校花！我是校花的贴身高手，你们最好离我远一点，不然大小姐又要吃醋了！【鱼宝宝书友1群333702438（已满），鱼宝宝书友2群417723151】,1394.01万字
间谍的战争,如水意,军事,谍战特工,作为一个普通人却要向间谍宣战，最好的办法是同样成为一个间谍。作为一个间谍，要向一个实力强大的间谍组织开战，那就加入一个同样强大的间谍组织。如果无法加入任何一个强大的间谍组织，那就自己建立起一个间谍组织,91.98万字
万界天尊,血红,玄幻,东方玄幻,天为何物？高高在上，威严莫测，是法则，是戒律，是无情，是冷酷。天意，何也？俯瞰众生，操持风云，褫夺赏罚，随性而为。故，天意不可测，苍天不可近。顺之应之，未必得其利；逆之叛之，福祸却难定。天，禁锢万物如,269.37万字
逍遥梦路,文抄公,游戏,游戏异界,深山宅男，一路种种田，养养鱼，做做梦，顺带悠闲成长的故事。咦？最后一不小心征服诸天万界，成为了大BOSS？莫非我还没睡醒？,196.14万字
我要做门阀,要离刺荆轲,历史,秦汉三国,西汉中期，民生聊困，国势日衰。无数士大夫名士，纷纷高呼：张生不出，奈天下何！？于是，谚曰：张与刘，共天下。本书扣扣群：73927047,126.38万字
蛊真人,蛊真人,仙侠,幻想修仙,人是万物之灵，蛊是天地真精。一个穿越者不断重生的故事。一个养蛊、炼蛊、用蛊的奇特世界。春秋蝉、月光蛊、酒虫、一气金光虫、青丝蛊、希望蛊……雄山漫道真如铁，如今迈步从头越。险就一身乾坤精，我心依旧望苍天,607.67万字
寒门崛起,朱郎才尽,历史,两宋元明,这是一个就业路上屡被蹂躏的古汉语专业研究生，回到了明朝中叶，进入了山村一家幼童身体后的故事。木讷父亲泼辣娘，一水的极品亲戚，农家小院是非不少。好在，咱有几千年的历史积淀，四书五经八股文，专业也对口，谁,191.7万字
欢迎来到BOSS队,李古丁,科幻,时空穿梭,我叫欧阳靖，穿越者，曾用名：欧阳克。因为穿越的关系，我知道很多秘密。所以我不但练成了蛤蟆功，还练成了九阳神功、重剑剑法。现在我终于神功大成，准备去桃花岛提亲，感觉自己即将走上人生巅峰。然而万万没想到，,135.57万字
儒道至圣,永恒之火,玄幻,东方玄幻,这是一个读书人掌握天地之力的世界。才气在身，诗可杀敌，词能灭军，文章安天下。秀才提笔，纸上谈兵；举人杀敌，出口成章；进士一怒，唇枪舌剑。圣人驾临，口诛笔伐，可诛人，可判天子无道，以一敌国。此时，圣院把,554.6万字
奋斗在红楼,九悟,历史,架空历史,大周朝，雍治7年冬，美丽、傲娇的小萝-莉林黛玉刚刚进入贾府。现代理科男穿越红楼贾府庶子贾环。如果不想被贾府的猪队友们连累的抄家杀头，就要早做准备。这是一个庶子逆袭的故事。Ps：本书是架空历史爽文。非考,297.65万字
最佳影星,白色十三号,都市,都市生活,我要躺在钞票堆里打滚！我要做好莱坞巨星！群：323320648。,213.47万字
重生军工子弟,葫芦村人,都市,都市生活,工业革命之后，欧洲科技发展数百年，新中国成立不过几十年。普通科技产业，我们需要埋头追赶；在高精尖端领域，我们需要弯道超车。作为一名在军工单位奋斗了数十年的技术人员，谢凯重生了，回到了那个改变了他跟很多,142.32万字
超级卡牌系统,黑乎乎的老妖,游戏,游戏异界,一不小心穿越到了海贼王的世界，肿么办？还好随身带着超级幻想卡牌系统，能抽取各种幻想人物。黑龙波对岩浆果实，八稚女对人妖拳法……（不知道为啥，每次写简介都感觉好无力……）,244.4万字
调教大宋,苍山月,历史,两宋元明,庆历六年，歌舞升平的赵宋王朝。迎来了一个疯子....亲眼见识了大宋的雍容华贵与温情。起初唐奕只想享受这个时代，什么靖康之耻、蒙古铁骑都与他无关。反正再怎么闹腾历史都有它自己的轨迹。千年之后中华还是中华,265.82万字
都市超级医圣,断桥残雪,都市,异术超能,财法侣地，修行其实是一项非常耗钱的奢侈运动。无意中得到传说中修道，炼丹，医药学家葛洪的传承，淳朴的山里人葛东旭开始努力赚钱。当大多数人还在读高中时，他为了炼丹修行已经开始一边读书一边赚钱。当大多数人读,289.12万字
灵魂导游,顾大石,都市,异术超能,带着秦始皇去西安看兵马俑。导游秦牧白意外身死被诡异的复活之后，他就接到了一个任务，带一些特殊的人去旅游，而他的第一个任务就是带着秦始皇去西安看兵马俑……,153.44万字
彪悍的人生,新丰,都市,都市生活,我叫林凡，有个百科全书，什么都会一点点。第一届国际装逼舞台上，参赛选手全部落败。众人：大哥，你装逼为何如此厉害。林凡：我从来不装逼……。彪悍的人生正版群：590638852PS：老书《最强的系统》正在,269.37万字
女帝家的小白脸,袖里箭,都市,异术超能,这是一个单人徒手拆城墙的世界，女帝养着一只麒麟，大夏皇宫的池子里有龙存在，还有只闻其名的剑山，不时有灵剑下山寻主。任八千紧抱女帝大腿，大步走上人生巅峰。每个成功的男人背后都有那么一个女人。,118.98万字
火影之活久见,李四羊,二次元,衍生同人,穿越火影世界，重生漩涡一族，获得属性系统，天赋背景俱佳，漩涡正彦表示很满意。“但是，火影战国是什么鬼？到了木叶建立，我大概得……70岁？”直到有一天，正彦发现了系统的另一种打开方式，他真正的越活越年轻,116.04万字
贞观大闲人,贼眉鼠眼,历史,两晋隋唐,大唐贞观，天下靖平，山河壮丽，独钟李氏。李靖北击突厥，太宗东征高丽，兵锋之盛，威服四海。待从头，重整旧山河。功臣画像前，李渊拨弹琵琶独怅然，凌烟楼阁上，李世民大醉翩翩舞春风。中国历史上最壮丽，最磅礴，,314.56万字
交锋,可大可小,军事,谍战特工,在一般人眼中，他是平庸、无能、贪婪，甚至有些愚蠢的警察。因为他，经常行动失败，多次无意泄露了重要情报。但他交游广泛，善于溜须拍马和钻营，是军政不倒翁。在日伪眼中，他忠诚、可靠。而在军统的眼中，他是人才,429.25万字
异世界的美食家,李鸿天,玄幻,异世大陆,在武者举手可裂山川，甩腿可断长河的玄幻世界中，存在着这样一家小餐馆。小餐馆不大，但却是无数顶尖强者趋之若鹜之地。在那儿你可以品尝到用凤凰蛋和龙血米炒成的蛋炒饭。在那儿你可以喝到生命之泉配朱果酿制的烈酒,459.62万字
大道争锋,误道者,仙侠,幻想修仙,不堕轮回入大千，心传一道在人间。愿起一剑杀万劫，无情换作有情天!…………书友群：大道争锋【217929481】溟沧派【124680866】粉丝自建订阅群：大道争锋·诸域纪年【526275426】入群要,648.71万字
大文豪,上山打老虎额,历史,架空历史,久经商战中勾心斗角，推杯把盏中尔虞尔诈的文学青年陈凯之回到了古代。放眼看去，这里尽是歌楼酒坊，灯红酒绿，才子佳人。好吧，暂时这些和陈凯之没关系。寒门少年一枚，身份尴尬。且看这寒门少年如何一路逆袭，成就,267.28万字
老衲要还俗,一梦黄粱,都市,都市生活,东北偏远山区的一指山上有一座小庙，名叫一指庙。庙宇不大，却神奇无比。庙中有米，十里飘香。庙中有水，甘甜无比，胜过琼浆。庙中有佛，心诚必灵。庙不大，却应有尽有；庙不大，香火之旺盛，却远超所有寺院；庙不大,238.49万字
电影的世界,有梦之人,科幻,时空穿梭,在电影的世界里唯有不断地变强，才能主宰自己的命运。“当人们看到你成功的光芒，便会忘记你手段的黑暗。”徐一凡如是地说。正版订阅群：636729383,122.55万字
白袍总管,萧舒,武侠,武侠幻想,身怀佛家神通，进入国公府成为杂役，江湖之中，庙堂之上，儿女情长，英雄壮歌。VIP群：129395774，全订可进。,626.51万字
通天仙路,苍天白鹤,玄幻,东方玄幻,风雪交加，霜寒刺骨，一个老工匠从街上收养了一个快被冻死的孩子。得军火，锻兵器，一身神技，引得八方相求。习武道，护家国，拳打乾坤，脚踏通天仙路！《通天仙路》书友群：511418664《通天仙路》全订群，,374.83万字
大国重工,齐橙,都市,都市生活,冶金装备、矿山装备、电力装备、海工装备……一个泱泱大国，不能没有自己的重型装备工业。国家重大装备办处长冯啸辰穿越到了1980年，看他如何与同代人一道，用汗水和智慧，铸就大国重工,190.6万字
史上最强店主,南极烈日,科幻,时空穿梭,商通万界，让所有人给我打工。周阳意外获得万界商铺系统，交易万千位面。“我曾举行一次小型拍卖会，来到的皇帝就有一百多位，听说还有两个叫李世民的皇帝。”“我曾让神雕世界的所有人，帮我养殖菩斯曲蛇。”“我曾,357.56万字
重生之最强人生,俊秀才,都市,都市生活,一次跑步锻炼，殷俊从迷雾中穿出来时，已经回到了78年的香江。这一年，还没有霸占荧幕的综艺节目，没有熟悉的特效大片，也没有耳熟能详的歌曲。这一年，香江电视剧还没有好戏频出，香江电影也没有火遍全亚洲，香江,420.03万字
轮回乐园,那一只蚊子,二次元,衍生同人,苏晓与轮回乐园签订契约，穿梭在各个动漫世界内执行任务。喰种世界，苏晓手持利刃追杀独眼枭·高槻泉十几条街区。顶上战场，苏晓站在海军的尸堆上，遥望处刑台上脸色难看的战国，以及目瞪口呆的艾斯。众契约者：“你,168.01万字
跑出我人生,丧尸舞,体育,体育赛事,重回少年时代的苏祖，得到了一个系统，走上了曾经梦想追逐的体育竞技之路。新书友群：666-502-656,112.82万字
盗天仙途,荆柯守,仙侠,幻想修仙,福地产生地仙，洞天来往天仙，我有梅花一株，盗取一线天机！,225.45万字
文娱万岁,我最白,都市,都市生活,这是一个片场暴君肆虐在文娱大时代的故事，一个背负此岸之繁华，成就彼岸之神话的故事——可以说是非常扯淡。ps：已有均订破万作品《文娱教父》，欢迎阅读！,83.11万字
生于1984,老徐牧羊,都市,娱乐明星,依旧华娱系列…从小鲜肉到大导演…群号：608668087V群：155327545（需订阅截图）,144.35万字
动力之王,千年静守,都市,都市生活,被大宇宙的意志给踢回了1978年的陈耕，故事再次开始。,68.91万字
名侦探世界里的巫师,追梦人Love平,二次元,衍生同人,一个末法时代的鬼巫师车祸被撞死，灵魂穿越，发现自己来了日本，附体在了一个日本人的身上。正想着要在日本闯出一个名堂来，结果顺手拿起一份报纸扫了一眼——工藤新一，日本平成年代的福尔摩斯，警察的救世主？卧槽,293.53万字
完美人生,刀一耕,都市,都市生活,李谦重生了。另外一个时空的1995年。在这里，他当然比普通人更容易获得成功。但成功是什么？钱么？或者，名气？地位？荣耀？都是，但不全是。有了那回眸的浅浅一笑，那牵手的刹那温暖，那入怀的淡淡体香；这人生,451.23万字
寒门枭士,高月,历史,两宋元明,当金兵的铁蹄即将踏碎黄河坚冰，他走进了这个繁华如清明上河图的时代,231.77万字
直死无限,如倾如诉,科幻,时空穿梭,“从今天起，你将成为主神空间中的一名主神使者，周而复始的来往于一个个的世界，那样，你会得到别人一辈子都得不到的东西。”从这句话在方里的脑海中响起的那一个瞬间，方里的人生注定变得不再平凡...（PS：已,461.22万字
剑灵同居日记,国王陛下,仙侠,幻想修仙,“天外神剑剑灵，应呼唤而苏醒，我问你，你就是我的坐骑么？”一个无敌的随身剑灵与天才美少女（们）的同居故事。公众粉丝群：633948707,132.16万字
一品道门,第九天命,仙侠,神话修真,二十一世纪道家弟子张百仁，因为触动先天剑胎，逆转时空降临隋唐时空。论道钟离权，斗剑吕洞宾！拂袖压玄奘，一剑退达摩！统御之权，归于至圣，天命帝以司牧，帝承天而抚临。这一日，张百仁背负双手傲立于紫禁之巅，,211.27万字
特拉福买家俱乐部,夕山白石,都市,异术超能,洛邱无意之中成为了一家‘俱乐部’的老板。但是这家俱乐部好奇怪。它不仅仅拥有一个工作了三百年的人偶女仆，而且还会贩卖各种古怪的东西。洛邱渐渐发现，他生活着的社会之中，拥有着多不胜数为欲望所驱使的家伙，而,334.78万字
宠物天王,皆破,都市,都市生活,【1.下载一款可疑的游戏】【2.捕捉几只神奇的宠物当伙伴】【3.在轻松有趣的日常里，带领宠物店走上崛起之路】读者群：513717593（无粉丝值要求）VIP群：567288256（5000及以上粉丝值,172.21万字
白银霸主,醉虎,玄幻,东方玄幻,世界上最珍贵的东西都是免费的，常人却总视而不见，除了空气，阳光，亲情这些最珍贵的东西之外，还有一种最珍贵的东西，就在你的身边，唾手可得，不知道你是否看见？本书读者群：167726456,121.62万字
大宋将门,青史尽成灰,历史,两宋元明,没有杨柳岸晓风残月，没有把酒问青天，没有清明上河图……一个倒霉的写手，猛然发现，自己好像来到了假的大宋……家道中落，人情薄如纸。外有大辽雄兵，内有无数猪队友，滔滔黄河，老天爷也来添乱……再多的困难，也,359万字
难道我是神,熊狼狗,玄幻,东方玄幻,“放开那只猫咪！”一颗流星划过天际，无数的超能力出现在这个世界上。但这一次获得觉醒的主角却不是人类，而是猫……于是无数的猫咪脑海中涌现出一个想法：‘难道我是神？’而普通人赵耀，是唯一可以真正掌管这些超,101.32万字
永恒国度,孤独漂流,仙侠,神话修真,2019年9月23日凌晨，天灾降临。天道生变，万灵欲念执念充斥天地，天道不能承受，恶念横行，众生意念演变幻想世界，恶念，善念，执念，欲望纠缠不休，天道无法承受，已到极限，极则变，幻想降临，万界相融，万,302.28万字
重生日本当厨神,千回转,都市,都市生活,作死发下大宏愿，宁愿吃料理到撑死的夏羽，来到一个令他完全陌生的食戟之灵世界。什么，厨神养成？“你要满足的不仅仅是正常人类的食欲，还有各种各样的妖魔，百鬼夜行，用食物感化它们！”老头子酷酷的对他如此说。,240.6万字
马前卒,枪手1号,历史,架空历史,不停地战斗，不停的杀敌，秦风是国家的悍将，军队的马前卒，永远冲锋在第一线，用赫赫战功书写着自己光荣的履历，但大变陡至，昔日的功臣，转眼之间却成了国家的罪人，人人得而诛之的叛徒，兄弟血洒疆场，部下反目成,437.9万字
超级浮空城,诸生浮屠,玄幻,异世大陆,建造有史以来最牛逼的浮空城，去探索无尽星海，收集各类可爱的魔物娘女仆。【PS：简介都不许我文青一下。摔！这个够简单粗暴了吧。因为浮屠的读者老司机太多，据说配合本章说阅读会有新奇的体验。阅读前请系好安全,118.22万字
第三帝国,华东之雄,军事,军事战争,重生到几十年前的慕尼黑啤酒馆，成为了冲锋队员的希瑞克，勇敢地融入这个时代！横扫欧洲，脚踢英美，拳打苏联！元首不幸遇刺，高举万字旗，希瑞克成为第三帝国的新任元首。望着遥远的东方，希瑞克的声音在整个欧洲回,294.12万字
我的末世基地车,黑暗荔枝,科幻,末世危机,末世即将到来，江流石意外得到了一个可以让交通工具改装升级的黑科技。扫描一下，立刻就可以进行改装。什么，你以为我这是中巴车？其实我这是可以在怪物丧尸中横冲直撞，还能变形的超级基地车。不但防弹防丧尸，里面,159.99万字
最强反套路系统,太上布衣,仙侠,幻想修仙,原书名《最强装逼打脸系统》！最强反套路，我TM反手就是一个套路，横扫修仙界无敌手，就问一声还有谁？装逼如风，常伴吾身！长路漫漫，装逼相伴！生死看淡，不服就干！“年轻人，当年我开始装逼的时候，你们还在穿,295.26万字
位面之纨绔生涯,昨夜大雨,科幻,时空穿梭,我们的故事，从得到一个很‘拉风’的系统开始。从此秦观穿越位面，获得奖励，一步步变强。请注意，本文不是历史文，不是仙侠文，是爽文。,125.09万字
